# Coefficients are calculated using L1321.IO_GJkg_R_cement_F_Yh
region,supplysector,subsector,stub.technology,year,minicam.energy.input,coefficient,market.name
South Korea,cement,cement,cement,2010,limestone,1.623062,South Korea
South Korea,cement,cement,cement,2015,limestone,1.623062,South Korea
Southeast Asia,cement,cement,cement,2010,limestone,1.4957651,Southeast Asia
Southeast Asia,cement,cement,cement,2015,limestone,1.4957651,Southeast Asia
Taiwan,cement,cement,cement,2010,limestone,1.6163793,Taiwan
Taiwan,cement,cement,cement,2015,limestone,1.6163793,Taiwan
Argentina,cement,cement,cement,2010,limestone,1.5873016,Argentina
Argentina,cement,cement,cement,2015,limestone,1.5873016,Argentina
Colombia,cement,cement,cement,2010,limestone,1.3554217,Colombia
Colombia,cement,cement,cement,2015,limestone,1.3554217,Colombia
USA,cement,cement,cement,1975,limestone,1.4922978,USA
USA,cement,cement,cement,1990,limestone,1.4922978,USA
USA,cement,cement,cement,2005,limestone,1.4922978,USA
Africa_Eastern,cement,cement,cement,1975,limestone,1.4925373,Africa_Eastern
Africa_Eastern,cement,cement,cement,1990,limestone,1.4925373,Africa_Eastern
Africa_Eastern,cement,cement,cement,2005,limestone,1.4925373,Africa_Eastern
Africa_Northern,cement,cement,cement,1975,limestone,1.5694739,Africa_Northern
Africa_Northern,cement,cement,cement,1990,limestone,1.5694739,Africa_Northern
Africa_Northern,cement,cement,cement,2005,limestone,1.5694739,Africa_Northern
Africa_Southern,cement,cement,cement,1975,limestone,1.4925373,Africa_Southern
Africa_Southern,cement,cement,cement,1990,limestone,1.4925373,Africa_Southern
Africa_Southern,cement,cement,cement,2005,limestone,1.4925373,Africa_Southern
Africa_Western,cement,cement,cement,1975,limestone,1.4925373,Africa_Western
Africa_Western,cement,cement,cement,1990,limestone,1.4925373,Africa_Western
Africa_Western,cement,cement,cement,2005,limestone,1.4925373,Africa_Western
Australia_NZ,cement,cement,cement,1975,limestone,1.40625,Australia_NZ
Australia_NZ,cement,cement,cement,1990,limestone,1.40625,Australia_NZ
Australia_NZ,cement,cement,cement,2005,limestone,1.40625,Australia_NZ
Brazil,cement,cement,cement,1975,limestone,1.2896825,Brazil
Brazil,cement,cement,cement,1990,limestone,1.2896825,Brazil
Brazil,cement,cement,cement,2005,limestone,1.2896825,Brazil
Canada,cement,cement,cement,1975,limestone,1.547619,Canada
Canada,cement,cement,cement,1990,limestone,1.547619,Canada
Canada,cement,cement,cement,2005,limestone,1.547619,Canada
Central America and Caribbean,cement,cement,cement,1975,limestone,1.4837912,Central America and Caribbean
Central America and Caribbean,cement,cement,cement,1990,limestone,1.4837912,Central America and Caribbean
Central America and Caribbean,cement,cement,cement,2005,limestone,1.4837912,Central America and Caribbean
Central Asia,cement,cement,cement,1975,limestone,1.4823789,Central Asia
Central Asia,cement,cement,cement,1990,limestone,1.4823789,Central Asia
Central Asia,cement,cement,cement,2005,limestone,1.4823789,Central Asia
China,cement,cement,cement,1975,limestone,1.4095745,China
China,cement,cement,cement,1990,limestone,1.4095745,China
China,cement,cement,cement,2005,limestone,1.4095745,China
EU-12,cement,cement,cement,1975,limestone,1.4589418,EU-12
EU-12,cement,cement,cement,1990,limestone,1.4589418,EU-12
EU-12,cement,cement,cement,2005,limestone,1.4589418,EU-12
EU-15,cement,cement,cement,1975,limestone,1.3649447,EU-15
EU-15,cement,cement,cement,1990,limestone,1.3649447,EU-15
EU-15,cement,cement,cement,2005,limestone,1.3649447,EU-15
Europe_Eastern,cement,cement,cement,1975,limestone,1.4322594,Europe_Eastern
Europe_Eastern,cement,cement,cement,1990,limestone,1.4322594,Europe_Eastern
Europe_Eastern,cement,cement,cement,2005,limestone,1.4322594,Europe_Eastern
Europe_Non_EU,cement,cement,cement,1975,limestone,1.5224822,Europe_Non_EU
Europe_Non_EU,cement,cement,cement,1990,limestone,1.5224822,Europe_Non_EU
Europe_Non_EU,cement,cement,cement,2005,limestone,1.5224822,Europe_Non_EU
European Free Trade Association,cement,cement,cement,1975,limestone,1.4296754,European Free Trade Association
European Free Trade Association,cement,cement,cement,1990,limestone,1.4296754,European Free Trade Association
European Free Trade Association,cement,cement,cement,2005,limestone,1.4296754,European Free Trade Association
India,cement,cement,cement,1975,limestone,1.5224359,India
India,cement,cement,cement,1990,limestone,1.5224359,India
India,cement,cement,cement,2005,limestone,1.5224359,India
Indonesia,cement,cement,cement,1975,limestone,1.6552511,Indonesia
Indonesia,cement,cement,cement,1990,limestone,1.6552511,Indonesia
Indonesia,cement,cement,cement,2005,limestone,1.6552511,Indonesia
Japan,cement,cement,cement,1975,limestone,1.3509825,Japan
Japan,cement,cement,cement,1990,limestone,1.3509825,Japan
Japan,cement,cement,cement,2005,limestone,1.3509825,Japan
Mexico,cement,cement,cement,1975,limestone,1.5100671,Mexico
Mexico,cement,cement,cement,1990,limestone,1.5100671,Mexico
Mexico,cement,cement,cement,2005,limestone,1.5100671,Mexico
Middle East,cement,cement,cement,1975,limestone,1.5205371,Middle East
Middle East,cement,cement,cement,1990,limestone,1.5205371,Middle East
Middle East,cement,cement,cement,2005,limestone,1.5205371,Middle East
Pakistan,cement,cement,cement,1975,limestone,1.4705882,Pakistan
Pakistan,cement,cement,cement,1990,limestone,1.4705882,Pakistan
Pakistan,cement,cement,cement,2005,limestone,1.4705882,Pakistan
Russia,cement,cement,cement,1975,limestone,1.3776882,Russia
Russia,cement,cement,cement,1990,limestone,1.3776882,Russia
Russia,cement,cement,cement,2005,limestone,1.3776882,Russia
South Africa,cement,cement,cement,1975,limestone,1.5822785,South Africa
South Africa,cement,cement,cement,1990,limestone,1.5822785,South Africa
South Africa,cement,cement,cement,2005,limestone,1.5822785,South Africa
South America_Northern,cement,cement,cement,1975,limestone,1.4997993,South America_Northern
South America_Northern,cement,cement,cement,1990,limestone,1.4997993,South America_Northern
South America_Northern,cement,cement,cement,2005,limestone,1.4997993,South America_Northern
South America_Southern,cement,cement,cement,1975,limestone,1.4851485,South America_Southern
South America_Southern,cement,cement,cement,1990,limestone,1.4851485,South America_Southern
South America_Southern,cement,cement,cement,2005,limestone,1.4851485,South America_Southern
South Asia,cement,cement,cement,1975,limestone,1.4705882,South Asia
South Asia,cement,cement,cement,1990,limestone,1.4705882,South Asia
South Asia,cement,cement,cement,2005,limestone,1.4705882,South Asia
South Korea,cement,cement,cement,1975,limestone,1.623062,South Korea
South Korea,cement,cement,cement,1990,limestone,1.623062,South Korea
South Korea,cement,cement,cement,2005,limestone,1.623062,South Korea
Southeast Asia,cement,cement,cement,1975,limestone,1.4957651,Southeast Asia
Southeast Asia,cement,cement,cement,1990,limestone,1.4957651,Southeast Asia
Southeast Asia,cement,cement,cement,2005,limestone,1.4957651,Southeast Asia
Taiwan,cement,cement,cement,1975,limestone,1.6163793,Taiwan
Taiwan,cement,cement,cement,1990,limestone,1.6163793,Taiwan
Taiwan,cement,cement,cement,2005,limestone,1.6163793,Taiwan
Argentina,cement,cement,cement,1975,limestone,1.5873016,Argentina
Argentina,cement,cement,cement,1990,limestone,1.5873016,Argentina
Argentina,cement,cement,cement,2005,limestone,1.5873016,Argentina
Colombia,cement,cement,cement,1975,limestone,1.3554217,Colombia
Colombia,cement,cement,cement,1990,limestone,1.3554217,Colombia
Colombia,cement,cement,cement,2005,limestone,1.3554217,Colombia
